image,category,shelf_name,x1,y1,x2,y2,w,h,train
C3_P01_N1_S4_1.JPG,0,C3_P01,740,144,968,456,228,312,True
C1_P07_N2_S3_1.JPG,0,C1_P07,1992,444,2196,740,204,296,False
C2_P01_N1_S3_1.JPG,0,C2_P01,764,752,900,924,136,172,True
C1_P09_N1_S5_2.JPG,0,C1_P09,896,2032,1084,2284,188,252,False
C3_P01_N1_S3_1.JPG,0,C3_P01,2004,1876,2264,2244,260,368,True
C2_P09_N1_S7_1.JPG,0,C2_P09,1956,1208,2060,1348,104,140,False
C2_P02_N1_S4_1.JPG,0,C2_P02,1764,328,1908,564,144,236,True
C1_P05_N1_S3_1.JPG,0,C1_P05,368,708,596,1028,228,320,True
C2_P06_N1_S5_1.JPG,0,C2_P06,316,1512,424,1668,108,156,False
C2_P09_N1_S7_2.JPG,0,C2_P09,272,1104,376,1244,104,140,False
C4_P01_N3_S3_1.JPG,0,C4_P01,2252,392,2448,688,196,296,True
C4_P08_N1_S5_2.JPG,0,C4_P08,1468,668,1604,872,136,204,False
C3_P03_N1_S5_1.JPG,0,C3_P03,2160,1120,2312,1396,152,276,True
C3_P07_N1_S5_1.JPG,0,C3_P07,1144,2164,1312,2380,168,216,True
C1_P04_N1_S5_2.JPG,0,C1_P04,1184,1248,1316,1464,132,216,True
C1_P04_N4_S2_1.JPG,0,C1_P04,1648,216,1900,684,252,468,True
C1_P11_N2_S4_1.JPG,0,C1_P11,1128,2056,1372,2412,244,356,True
C1_P12_N4_S2_1.JPG,0,C1_P12,472,1356,792,1892,320,536,True
C1_P07_N1_S3_3.JPG,0,C1_P07,2612,944,2816,1240,204,296,False
C4_P06_N1_S4_1.JPG,0,C4_P06,688,144,892,428,204,284,True
C4_P02_N2_S4_1.JPG,0,C4_P02,528,1696,668,1892,140,196,True
C3_P03_N3_S3_1.JPG,0,C3_P03,2516,968,2752,1388,236,420,True
C3_P02_N4_S2_1.JPG,0,C3_P02,2280,556,2592,984,312,428,True
C2_P04_N2_S2_1.JPG,0,C2_P04,1356,232,1540,492,184,260,False
C3_P07_N1_S3_1.JPG,0,C3_P07,3336,1148,3572,1500,236,352,True
C2_P05_N1_S5_1.JPG,0,C2_P05,236,1248,364,1424,128,176,True
C1_P10_N2_S4_1.JPG,0,C1_P10,1184,336,1380,580,196,244,True
C3_P02_N1_S5_1.JPG,0,C3_P02,2000,1588,2160,1856,160,268,True
C2_P01_N1_S2_1.JPG,0,C2_P01,1252,800,1420,1024,168,224,True
C3_P06_N1_S3_2.JPG,0,C3_P06,1956,1008,2164,1444,208,436,True
C1_P04_N1_S3_1.JPG,0,C1_P04,1908,1244,2144,1604,236,360,True
C1_P04_N1_S3_1.JPG,0,C1_P04,568,484,744,856,176,372,True
C1_P02_N4_S2_1.JPG,0,C1_P02,1856,552,2216,1124,360,572,True
C1_P10_N3_S3_1.JPG,0,C1_P10,284,1600,532,2028,248,428,True
C2_P02_N2_S2_1.JPG,0,C2_P02,1112,252,1352,652,240,400,True
C4_P07_N1_S3_1.JPG,0,C4_P07,1612,396,1804,704,192,308,True
C3_P07_N2_S3_1.JPG,0,C3_P07,408,1048,720,1500,312,452,True
C1_P03_N1_S4_1.JPG,0,C1_P03,816,256,984,484,168,228,False
C4_P06_N2_S3_1.JPG,0,C4_P06,376,312,580,648,204,336,True
C1_P04_N1_S4_1.JPG,0,C1_P04,420,748,616,1072,196,324,True
C1_P05_N2_S4_2.JPG,0,C1_P05,132,1380,348,1768,216,388,True
C3_P05_N3_S3_1.JPG,0,C3_P05,2632,1164,2876,1508,244,344,True
C2_P08_N1_S6_1.JPG,0,C2_P08,464,1208,576,1360,112,152,False
C4_P04_N3_S3_1.JPG,0,C4_P04,2312,1108,2536,1448,224,340,True
C2_P08_N1_S3_1.JPG,0,C2_P08,1500,828,1740,1180,240,352,False
C2_P05_N2_S3_2.JPG,0,C2_P05,896,1320,1076,1568,180,248,True
C2_P01_N1_S4_1.JPG,0,C2_P01,1616,1364,1736,1544,120,180,True
C3_P07_N1_S4_1.JPG,0,C3_P07,668,1380,884,1704,216,324,True
C1_P09_N4_S4_1.JPG,0,C1_P09,1260,84,1456,408,196,324,False
C3_P06_N2_S3_2.JPG,0,C3_P06,2824,992,3080,1412,256,420,True
C1_P01_N2_S2_1.JPG,0,C1_P01,2388,76,2848,796,460,720,True
C4_P08_N3_S3_2.JPG,0,C4_P08,124,1600,356,1936,232,336,False
C3_P04_N3_S2_1.JPG,0,C3_P04,1632,444,2040,1192,408,748,True
C2_P03_N2_S2_1.JPG,0,C2_P03,1672,300,1888,844,216,544,True
C4_P01_N1_S3_1.JPG,0,C4_P01,2332,1540,2528,1828,196,288,True
C3_P02_N1_S4_1.JPG,0,C3_P02,700,896,900,1184,200,288,True
C3_P06_N4_S3_1.JPG,0,C3_P06,2500,404,2728,912,228,508,True
C1_P05_N1_S3_1.JPG,0,C1_P05,608,696,836,1016,228,320,True
C3_P02_N1_S5_1.JPG,0,C3_P02,1252,2072,1400,2288,148,216,True
C4_P06_N1_S4_1.JPG,0,C4_P06,1908,148,2112,432,204,284,True
C2_P03_N1_S3_1.JPG,0,C2_P03,828,208,1072,608,244,400,True
C4_P05_N2_S3_1.JPG,0,C4_P05,144,408,364,740,220,332,True
C2_P02_N3_S3_1.JPG,0,C2_P02,372,1308,588,1632,216,324,True
C4_P04_N1_S5_1.JPG,0,C4_P04,1996,932,2176,1200,180,268,True
C3_P07_N3_S3_1.JPG,0,C3_P07,600,1152,908,1516,308,364,True
C3_P04_N1_S3_1.JPG,0,C3_P04,2732,404,3020,844,288,440,True
C3_P02_N2_S4_1.JPG,0,C3_P02,924,2072,1128,2356,204,284,True
C1_P04_N1_S4_1.JPG,0,C1_P04,3016,1988,3212,2300,196,312,True
C4_P08_N2_S3_2.JPG,0,C4_P08,2484,1480,2704,1764,220,284,False
C1_P12_N1_S4_1.JPG,0,C1_P12,500,1972,716,2320,216,348,True
C3_P05_N2_S4_1.JPG,0,C3_P05,2204,1928,2392,2200,188,272,True
C2_P09_N1_S7_1.JPG,0,C2_P09,356,1404,456,1572,100,168,False
C1_P06_N3_S3_2.JPG,0,C1_P06,1376,1816,1608,2188,232,372,True
C3_P06_N1_S5_1.JPG,0,C3_P06,1596,1544,1768,1860,172,316,True
C4_P02_N1_S3_1.JPG,0,C4_P02,656,248,808,460,152,212,True
C1_P10_N3_S3_1.JPG,0,C1_P10,1460,1732,1708,2116,248,384,True
C3_P07_N1_S4_1.JPG,0,C3_P07,2548,1360,2848,1716,300,356,True
C4_P08_N1_S5_2.JPG,0,C4_P08,664,284,808,492,144,208,False
C2_P01_N1_S4_1.JPG,0,C2_P01,868,592,988,752,120,160,True
C1_P09_N4_S3_1.JPG,0,C1_P09,1592,128,1780,368,188,240,False
C1_P05_N1_S3_2.JPG,0,C1_P05,1640,1008,1856,1336,216,328,True
C2_P04_N1_S4_1.JPG,0,C2_P04,1816,1508,1964,1740,148,232,False
C4_P04_N4_S2_1.JPG,0,C4_P04,1588,672,1836,1044,248,372,True
C1_P09_N2_S6_1.JPG,0,C1_P09,1176,1212,1344,1452,168,240,False
C1_P10_N3_S2_2.JPG,0,C1_P10,2220,1232,2516,1736,296,504,True
C3_P07_N1_S4_1.JPG,0,C3_P07,136,28,388,368,252,340,True
C4_P04_N5_S2_1.JPG,0,C4_P04,1416,656,1664,1052,248,396,True
C4_P05_N1_S4_1.JPG,0,C4_P05,784,104,984,380,200,276,True
C2_P04_N1_S4_1.JPG,0,C2_P04,212,632,364,868,152,236,False
C4_P06_N1_S4_1.JPG,0,C4_P06,480,160,684,444,204,284,True
C1_P05_N1_S4_1.JPG,0,C1_P05,2512,816,2720,1168,208,352,True
C2_P08_N3_S3_2.JPG,0,C2_P08,964,1212,1144,1492,180,280,False
C2_P05_N1_S2_1.JPG,0,C2_P05,2016,228,2240,572,224,344,True
C2_P07_N3_S3_1.JPG,0,C2_P07,360,736,536,1012,176,276,False
C3_P07_N1_S3_1.JPG,0,C3_P07,1340,1860,1588,2212,248,352,True
C3_P06_N4_S3_1.JPG,0,C3_P06,396,1272,724,1628,328,356,True
C2_P02_N1_S4_1.JPG,0,C2_P02,596,212,764,464,168,252,True
C3_P06_N3_S4_1.JPG,0,C3_P06,1232,704,1460,1088,228,384,True
C2_P04_N2_S4_1.JPG,0,C2_P04,908,1468,1080,1700,172,232,False
C1_P09_N3_S4_2.JPG,0,C1_P09,1596,432,1768,688,172,256,False
C2_P06_N2_S4_1.JPG,0,C2_P06,1592,1104,1736,1316,144,212,False
C3_P07_N2_S4_1.JPG,0,C3_P07,1352,2016,1532,2244,180,228,True
C1_P10_N2_S4_1.JPG,0,C1_P10,1872,888,2060,1144,188,256,True
C2_P04_N2_S3_1.JPG,0,C2_P04,2088,696,2272,956,184,260,False
C3_P01_N2_S2_2.JPG,0,C3_P01,740,1680,1116,2232,376,552,True
C1_P05_N3_S4_1.JPG,0,C1_P05,1444,1936,1652,2304,208,368,True
C3_P06_N1_S5_1.JPG,0,C3_P06,784,1104,976,1396,192,292,True
C2_P09_N1_S7_1.JPG,0,C2_P09,236,652,336,808,100,156,False
C4_P07_N3_S3_2.JPG,0,C4_P07,2172,280,2360,576,188,296,True
C1_P02_N1_S5_1.JPG,0,C1_P02,484,2124,668,2428,184,304,True
C1_P07_N1_S3_2.JPG,0,C1_P07,1796,2012,2000,2292,204,280,False
C1_P04_N1_S3_2.JPG,0,C1_P04,1476,1672,1704,2008,228,336,True
C2_P01_N2_S3_2.JPG,0,C2_P01,36,732,208,968,172,236,True
C2_P09_N1_S7_1.JPG,0,C2_P09,1456,956,1556,1096,100,140,False
C3_P03_N1_S5_1.JPG,0,C3_P03,1040,1672,1192,1904,152,232,True
C1_P06_N2_S3_2.JPG,0,C1_P06,1780,88,2008,400,228,312,True
C4_P05_N2_S4_1.JPG,0,C4_P05,2264,688,2448,980,184,292,True
C3_P05_N1_S5_1.JPG,0,C3_P05,1820,760,1980,996,160,236,True
C3_P02_N1_S3_1.JPG,0,C3_P02,2664,1796,2912,2208,248,412,True
C2_P03_N4_S2_1.JPG,0,C2_P03,1944,380,2236,852,292,472,True
C1_P05_N1_S4_2.JPG,0,C1_P05,592,116,816,436,224,320,True
C3_P05_N1_S4_1.JPG,0,C3_P05,2032,368,2216,640,184,272,True
C4_P04_N3_S3_1.JPG,0,C4_P04,2136,152,2364,484,228,332,True
C2_P05_N2_S4_1.JPG,0,C2_P05,956,1068,1096,1292,140,224,True
C1_P11_N2_S3_2.JPG,0,C1_P11,408,1516,652,1836,244,320,True
C1_P05_N3_S4_1.JPG,0,C1_P05,2496,736,2716,1076,220,340,True
C4_P08_N1_S5_2.JPG,0,C4_P08,1068,280,1208,476,140,196,False
C1_P03_N2_S2_1.JPG,0,C1_P03,1384,1160,1620,1540,236,380,False
C3_P05_N1_S4_1.JPG,0,C3_P05,2304,1012,2488,1300,184,288,True
C3_P06_N3_S4_2.JPG,0,C3_P06,2312,844,2488,1232,176,388,True
C3_P02_N1_S5_1.JPG,0,C3_P02,1692,1148,1856,1376,164,228,True
C1_P11_N2_S4_3.JPG,0,C1_P11,1864,1804,2044,2120,180,316,True
C2_P08_N2_S3_1.JPG,0,C2_P08,100,816,312,1172,212,356,False
C2_P05_N1_S3_1.JPG,0,C2_P05,544,1240,728,1500,184,260,True
C1_P09_N3_S4_1.JPG,0,C1_P09,2080,524,2288,788,208,264,False
C3_P06_N3_S4_1.JPG,0,C3_P06,3784,752,4016,1196,232,444,True
C4_P02_N4_S3_1.JPG,0,C4_P02,660,920,800,1176,140,256,True
C1_P09_N1_S5_1.JPG,0,C1_P09,2108,1676,2280,1948,172,272,False
C1_P11_N1_S5_1.JPG,0,C1_P11,828,2060,996,2336,168,276,True
C1_P02_N1_S5_1.JPG,0,C1_P02,1212,1608,1376,1888,164,280,True
C2_P05_N3_S3_1.JPG,0,C2_P05,252,48,460,352,208,304,True
C4_P08_N1_S4_1.JPG,0,C4_P08,316,652,516,960,200,308,False
C1_P08_N2_S5_1.JPG,0,C1_P08,2148,1180,2308,1440,160,260,True
C1_P08_N2_S4_2.JPG,0,C1_P08,2312,444,2492,752,180,308,True
C1_P04_N2_S3_1.JPG,0,C1_P04,2136,1760,2352,2092,216,332,True
C3_P06_N1_S3_1.JPG,0,C3_P06,336,1752,568,2132,232,380,True
C3_P03_N3_S2_1.JPG,0,C3_P03,456,552,772,992,316,440,True
C2_P06_N1_S5_1.JPG,0,C2_P06,288,804,416,968,128,164,False
C3_P02_N1_S3_1.JPG,0,C3_P02,1800,1112,2060,1476,260,364,True
C2_P04_N2_S3_1.JPG,0,C2_P04,516,192,704,456,188,264,False
C4_P05_N3_S3_1.JPG,0,C4_P05,1148,1300,1336,1616,188,316,True
C1_P11_N1_S3_1.JPG,0,C1_P11,2940,1164,3160,1492,220,328,True
C1_P11_N2_S4_1.JPG,0,C1_P11,1692,332,1920,668,228,336,True
C1_P05_N1_S4_1.JPG,0,C1_P05,612,836,852,1152,240,316,True
C2_P04_N2_S3_1.JPG,0,C2_P04,1836,244,2024,524,188,280,False
C3_P05_N2_S2_1.JPG,0,C3_P05,2296,472,2552,856,256,384,True
C1_P05_N3_S4_1.JPG,0,C1_P05,1420,1340,1640,1712,220,372,True
C4_P02_N1_S3_1.JPG,0,C4_P02,1412,860,1592,1108,180,248,True
C1_P08_N3_S4_2.JPG,0,C1_P08,344,2032,548,2344,204,312,True
C1_P03_N1_S3_2.JPG,0,C1_P03,1080,288,1256,508,176,220,False
C4_P05_N2_S3_1.JPG,0,C4_P05,1728,396,1928,728,200,332,True
C3_P05_N2_S4_1.JPG,0,C3_P05,1172,144,1388,468,216,324,True
C1_P02_N1_S2_1.JPG,0,C1_P02,1564,1396,1928,2044,364,648,True
C3_P02_N3_S2_1.JPG,0,C3_P02,2176,1456,2480,1848,304,392,True
C4_P02_N3_S2_1.JPG,0,C4_P02,2064,368,2256,632,192,264,True
C1_P09_N1_S5_2.JPG,0,C1_P09,1508,2012,1652,2260,144,248,False
C4_P08_N1_S5_1.JPG,0,C4_P08,520,668,652,880,132,212,False
C1_P04_N1_S3_1.JPG,0,C1_P04,2360,1964,2612,2348,252,384,True
C1_P02_N1_S3_1.JPG,0,C1_P02,1836,1768,2092,2280,256,512,True
C1_P07_N1_S3_1.JPG,0,C1_P07,2104,996,2308,1328,204,332,False
C3_P06_N1_S4_1.JPG,0,C3_P06,1200,240,1400,552,200,312,True
C1_P06_N1_S5_1.JPG,0,C1_P06,484,1648,640,1864,156,216,True
C1_P08_N4_S3_1.JPG,0,C1_P08,1084,1528,1320,1892,236,364,True
C3_P06_N3_S4_2.JPG,0,C3_P06,1532,1464,1764,1744,232,280,True
C4_P07_N3_S3_1.JPG,0,C4_P07,496,1420,684,1704,188,284,True
C4_P05_N3_S2_1.JPG,0,C4_P05,148,760,336,1060,188,300,True
C3_P03_N4_S2_1.JPG,0,C3_P03,2164,1236,2432,1696,268,460,True
C4_P04_N2_S2_1.JPG,0,C4_P04,920,228,1144,564,224,336,True
C2_P09_N1_S7_1.JPG,0,C2_P09,1808,696,1900,840,92,144,False
C3_P06_N3_S4_2.JPG,0,C3_P06,1776,1464,1984,1788,208,324,True
C3_P06_N1_S5_1.JPG,0,C3_P06,2904,1056,3060,1380,156,324,True
C2_P08_N1_S6_2.JPG,0,C2_P08,40,92,160,296,120,204,False
C2_P04_N1_S5_1.JPG,0,C2_P04,260,912,396,1108,136,196,False
C1_P03_N3_S2_1.JPG,0,C1_P03,824,1180,1008,1488,184,308,False
C3_P01_N4_S3_1.JPG,0,C3_P01,940,320,1228,744,288,424,True
C2_P01_N2_S4_1.JPG,0,C2_P01,1440,1120,1568,1300,128,180,True
C2_P03_N2_S4_1.JPG,0,C2_P03,1280,124,1436,468,156,344,True
C1_P05_N1_S5_1.JPG,0,C1_P05,484,648,676,912,192,264,True
C2_P01_N1_S5_1.JPG,0,C2_P01,1216,260,1328,408,112,148,True
C4_P05_N3_S3_1.JPG,0,C4_P05,2328,776,2532,1084,204,308,True
C3_P01_N3_S2_1.JPG,0,C3_P01,1768,408,2088,1036,320,628,True
C2_P09_N1_S7_1.JPG,0,C2_P09,1104,400,1200,540,96,140,False
C4_P07_N1_S5_1.JPG,0,C4_P07,500,1844,656,2060,156,216,True
C1_P08_N4_S4_1.JPG,0,C1_P08,1864,2092,2072,2432,208,340,True
C2_P09_N1_S7_2.JPG,0,C2_P09,1260,632,1360,764,100,132,False
C3_P05_N1_S4_1.JPG,0,C3_P05,832,1000,1020,1276,188,276,True
C4_P07_N3_S3_1.JPG,0,C4_P07,2356,288,2560,576,204,288,True
C2_P07_N2_S3_1.JPG,0,C2_P07,1268,1176,1460,1456,192,280,False
C2_P01_N1_S5_1.JPG,0,C2_P01,1088,972,1200,1112,112,140,True
C2_P04_N1_S3_1.JPG,0,C2_P04,1228,248,1376,488,148,240,False
C2_P06_N1_S3_1.JPG,0,C2_P06,1808,176,2004,420,196,244,False
C1_P01_N1_S2_2.JPG,0,C1_P01,2280,1552,2780,2300,500,748,True
C1_P07_N2_S3_1.JPG,0,C1_P07,2440,1080,2644,1376,204,296,False
C2_P02_N1_S3_1.JPG,0,C2_P02,972,832,1184,1216,212,384,True
C2_P06_N1_S2_1.JPG,0,C2_P06,820,128,1004,384,184,256,False
C2_P05_N1_S5_1.JPG,0,C2_P05,1364,1248,1488,1420,124,172,True
C2_P07_N1_S3_1.JPG,0,C2_P07,900,1140,1084,1440,184,300,False
C2_P07_N2_S3_1.JPG,0,C2_P07,1480,164,1668,460,188,296,False
C2_P09_N1_S7_1.JPG,0,C2_P09,388,1656,484,1800,96,144,False
C3_P05_N2_S4_1.JPG,0,C3_P05,2456,716,2660,1104,204,388,True
C3_P06_N3_S3_1.JPG,0,C3_P06,1384,1016,1640,1460,256,444,True
C1_P02_N1_S5_1.JPG,0,C1_P02,1204,2072,1376,2400,172,328,True
C2_P04_N1_S2_1.JPG,0,C2_P04,8,816,184,1092,176,276,False
C4_P08_N1_S4_1.JPG,0,C4_P08,892,672,1092,980,200,308,False
C1_P11_N1_S4_2.JPG,0,C1_P11,1512,1936,1724,2248,212,312,True
C2_P04_N2_S2_1.JPG,0,C2_P04,1300,692,1472,956,172,264,False
C1_P03_N3_S2_1.JPG,0,C1_P03,936,512,1144,784,208,272,False
C4_P07_N1_S5_1.JPG,0,C4_P07,360,500,508,772,148,272,True
C3_P02_N1_S5_1.JPG,0,C3_P02,600,2072,744,2328,144,256,True
C1_P06_N3_S3_1.JPG,0,C1_P06,2700,112,2920,420,220,308,True
C1_P01_N3_S3_1.JPG,0,C1_P01,1544,1872,1816,2296,272,424,True
C3_P02_N2_S2_2.JPG,0,C3_P02,660,1316,948,1704,288,388,True
C4_P02_N1_S3_1.JPG,0,C4_P02,1156,228,1336,452,180,224,True
C1_P11_N1_S3_1.JPG,0,C1_P11,2732,560,2988,908,256,348,True
C1_P05_N1_S4_2.JPG,0,C1_P05,2936,1304,3152,1672,216,368,True
C2_P08_N1_S6_1.JPG,0,C2_P08,892,380,996,544,104,164,False
C3_P01_N1_S2_1.JPG,0,C3_P01,2716,536,3096,1116,380,580,True
C4_P07_N1_S3_2.JPG,0,C4_P07,124,344,316,624,192,280,True
C1_P05_N2_S4_2.JPG,0,C1_P05,2460,228,2636,568,176,340,True
C1_P03_N2_S3_2.JPG,0,C1_P03,2400,312,2624,604,224,292,False
C1_P08_N4_S4_1.JPG,0,C1_P08,1676,912,1920,1336,244,424,True
C3_P05_N1_S5_1.JPG,0,C3_P05,2772,244,2952,512,180,268,True
C3_P01_N1_S5_2.JPG,0,C3_P01,328,1232,492,1504,164,272,True
C3_P06_N1_S3_2.JPG,0,C3_P06,1472,1048,1696,1436,224,388,True
C2_P06_N2_S4_2.JPG,0,C2_P06,1160,548,1312,760,152,212,False
C4_P02_N1_S3_1.JPG,0,C4_P02,2304,820,2480,1100,176,280,True
C1_P09_N3_S4_2.JPG,0,C1_P09,1432,420,1604,676,172,256,False
C1_P02_N3_S2_1.JPG,0,C1_P02,1196,652,1548,1204,352,552,True
C1_P11_N1_S5_1.JPG,0,C1_P11,476,2076,644,2360,168,284,True
C3_P02_N3_S2_1.JPG,0,C3_P02,3580,604,3880,1000,300,396,True
C1_P03_N2_S3_1.JPG,0,C1_P03,2416,496,2612,764,196,268,False
C2_P01_N3_S2_1.JPG,0,C2_P01,1488,292,1676,536,188,244,True
C3_P01_N1_S2_1.JPG,0,C3_P01,444,1596,824,2236,380,640,True
C2_P01_N2_S3_2.JPG,0,C2_P01,936,1236,1076,1456,140,220,True
C1_P11_N2_S4_1.JPG,0,C1_P11,1452,1504,1668,1828,216,324,True
C2_P09_N1_S7_1.JPG,0,C2_P09,1688,944,1800,1084,112,140,False
C2_P09_N1_S7_1.JPG,0,C2_P09,2328,968,2432,1124,104,156,False
C2_P05_N3_S3_1.JPG,0,C2_P05,492,632,700,980,208,348,True
C1_P06_N1_S3_2.JPG,0,C1_P06,212,1736,452,2068,240,332,True
C1_P04_N1_S3_2.JPG,0,C1_P04,2796,988,3012,1332,216,344,True
C1_P08_N2_S5_1.JPG,0,C1_P08,2164,1596,2324,1852,160,256,True
C2_P02_N3_S2_1.JPG,0,C2_P02,52,888,280,1228,228,340,True
C1_P02_N1_S4_1.JPG,0,C1_P02,2092,1348,2272,1732,180,384,True
C1_P09_N4_S3_1.JPG,0,C1_P09,1144,780,1312,1036,168,256,False
C1_P04_N1_S5_2.JPG,0,C1_P04,1988,1232,2128,1452,140,220,True
C1_P04_N1_S4_1.JPG,0,C1_P04,2832,72,3028,396,196,324,True
C1_P11_N1_S3_2.JPG,0,C1_P11,1516,496,1752,816,236,320,True
C3_P05_N1_S5_1.JPG,0,C3_P05,2284,1180,2448,1452,164,272,True
C3_P03_N1_S3_1.JPG,0,C3_P03,3364,1116,3644,1492,280,376,True
C1_P04_N1_S5_1.JPG,0,C1_P04,2292,1628,2456,1888,164,260,True
C4_P07_N2_S3_2.JPG,0,C4_P07,184,1440,368,1704,184,264,True
C2_P05_N1_S5_1.JPG,0,C2_P05,1156,1224,1268,1424,112,200,True
C2_P05_N3_S3_2.JPG,0,C2_P05,1888,1188,2048,1432,160,244,True
C3_P05_N1_S4_1.JPG,0,C3_P05,1528,1516,1732,1812,204,296,True
C2_P01_N3_S2_1.JPG,0,C2_P01,1656,296,1844,540,188,244,True
C4_P05_N5_S2_1.JPG,0,C4_P05,2332,264,2544,600,212,336,True
C1_P12_N2_S5_1.JPG,0,C1_P12,904,2120,1068,2380,164,260,True
C1_P03_N1_S2_2.JPG,0,C1_P03,2864,976,3084,1328,220,352,False
C2_P01_N2_S3_2.JPG,0,C2_P01,516,264,676,452,160,188,True
C4_P06_N1_S4_1.JPG,0,C4_P06,312,172,504,452,192,280,True
C2_P05_N3_S3_1.JPG,0,C2_P05,1840,680,2044,1016,204,336,True
C3_P06_N2_S3_2.JPG,0,C3_P06,752,1668,996,2052,244,384,True
C2_P08_N2_S4_1.JPG,0,C2_P08,516,524,668,764,152,240,False
C1_P09_N4_S3_1.JPG,0,C1_P09,1608,744,1776,1000,168,256,False
C1_P07_N1_S3_1.JPG,0,C1_P07,2592,1632,2796,1964,204,332,False
C4_P06_N4_S3_1.JPG,0,C4_P06,1568,264,1776,580,208,316,True
C2_P05_N3_S3_1.JPG,0,C2_P05,36,52,244,356,208,304,True
C2_P06_N1_S5_1.JPG,0,C2_P06,1536,468,1664,632,128,164,False
C1_P10_N3_S2_2.JPG,0,C1_P10,2516,1328,2812,1768,296,440,True
C4_P06_N1_S3_1.JPG,0,C4_P06,2124,392,2316,680,192,288,True
C3_P03_N2_S4_1.JPG,0,C3_P03,1504,248,1680,508,176,260,True
C4_P06_N4_S3_1.JPG,0,C4_P06,1776,228,1976,572,200,344,True
C3_P07_N4_S2_1.JPG,0,C3_P07,840,1544,1176,1972,336,428,True
C2_P01_N1_S2_1.JPG,0,C2_P01,564,220,732,444,168,224,True
C1_P07_N1_S3_2.JPG,0,C1_P07,224,744,424,1024,200,280,False
C2_P06_N2_S3_1.JPG,0,C2_P06,600,172,796,412,196,240,False
C2_P03_N2_S4_1.JPG,0,C2_P03,304,1492,472,1780,168,288,True
C3_P02_N1_S5_1.JPG,0,C3_P02,2020,1152,2184,1380,164,228,True
C4_P07_N2_S4_1.JPG,0,C4_P07,992,1236,1160,1504,168,268,True
C1_P09_N1_S5_2.JPG,0,C1_P09,1536,1376,1688,1588,152,212,False
C1_P05_N1_S4_2.JPG,0,C1_P05,1444,704,1676,1056,232,352,True
C1_P10_N2_S3_1.JPG,0,C1_P10,212,1728,472,2104,260,376,True
C2_P08_N2_S3_2.JPG,0,C2_P08,828,1244,984,1580,156,336,False
C4_P05_N1_S2_1.JPG,0,C4_P05,1884,1008,2108,1328,224,320,True
C4_P02_N1_S3_1.JPG,0,C4_P02,984,228,1152,456,168,228,True
C3_P05_N1_S3_1.JPG,0,C3_P05,2936,1108,3136,1416,200,308,True
C2_P01_N2_S3_2.JPG,0,C2_P01,676,1248,816,1468,140,220,True
C3_P05_N1_S5_1.JPG,0,C3_P05,1396,176,1560,436,164,260,True
C2_P09_N1_S7_1.JPG,0,C2_P09,640,664,740,820,100,156,False
C1_P03_N1_S4_2.JPG,0,C1_P03,1480,192,1604,368,124,176,False
C4_P07_N1_S5_1.JPG,0,C4_P07,1616,1388,1780,1612,164,224,True
C1_P06_N2_S3_3.JPG,0,C1_P06,2856,1680,3108,2008,252,328,True
C4_P08_N2_S3_2.JPG,0,C4_P08,1072,280,1300,596,228,316,False
C2_P07_N2_S4_1.JPG,0,C2_P07,604,932,760,1156,156,224,False
C4_P08_N2_S4_1.JPG,0,C4_P08,640,640,844,924,204,284,False
C4_P08_N1_S4_1.JPG,0,C4_P08,1096,676,1296,984,200,308,False
C3_P02_N2_S2_1.JPG,0,C3_P02,2312,396,2580,752,268,356,True
C2_P09_N1_S7_1.JPG,0,C2_P09,2052,1652,2148,1784,96,132,False
C2_P02_N1_S3_1.JPG,0,C2_P02,348,888,560,1200,212,312,True
C3_P03_N1_S2_2.JPG,0,C3_P03,3316,484,3628,876,312,392,True
C4_P01_N3_S3_1.JPG,0,C4_P01,2256,1660,2448,1924,192,264,True
C2_P07_N1_S6_2.JPG,0,C2_P07,596,600,700,752,104,152,False
C3_P07_N1_S5_1.JPG,0,C3_P07,728,1168,904,1440,176,272,True
C1_P09_N2_S4_1.JPG,0,C1_P09,1044,800,1248,1124,204,324,False
C3_P07_N1_S6_1.JPG,0,C3_P07,740,1860,908,2088,168,228,True
C2_P07_N3_S2_1.JPG,0,C2_P07,296,920,536,1292,240,372,False
C1_P08_N2_S5_1.JPG,0,C1_P08,2020,752,2188,1008,168,256,True
C4_P08_N1_S4_1.JPG,0,C4_P08,1980,1232,2180,1516,200,284,False
C4_P07_N1_S3_1.JPG,0,C4_P07,2156,948,2356,1232,200,284,True
C1_P06_N2_S3_2.JPG,0,C1_P06,1132,1464,1380,1856,248,392,True
C1_P03_N2_S2_1.JPG,0,C1_P03,2112,436,2348,816,236,380,False
C2_P09_N1_S7_2.JPG,0,C2_P09,48,316,144,504,96,188,False
C4_P08_N2_S2_1.JPG,0,C4_P08,2064,944,2296,1276,232,332,False
C3_P04_N2_S4_1.JPG,0,C3_P04,1088,1892,1292,2148,204,256,True
C1_P10_N1_S4_1.JPG,0,C1_P10,348,1820,512,2068,164,248,True
C2_P06_N1_S4_1.JPG,0,C2_P06,956,492,1120,712,164,220,False
C3_P06_N1_S5_1.JPG,0,C3_P06,616,1104,784,1396,168,292,True
C1_P11_N1_S5_1.JPG,0,C1_P11,1592,2024,1760,2300,168,276,True
C3_P03_N4_S2_1.JPG,0,C3_P03,3608,1288,3876,1668,268,380,True
